id	username
14606079	propublica
13493302	mmfa
16955991	salon
2836421	msnbc
2467791	washingtonpost
807095	nytimes
5392522	npr
14717197	tpm
39308549	dailycaller
1367531	foxnews
10774652	theblaze
14662354	washtimes
19553409	rasmussen_poll
19417492	nro
